Dentigloborotalia_anfracta,Globorotalia_cavernula,Globorotalia_crassaformis,Globorotalia_hirsuta,Globorotalia_menardii,Globorotalia_scitula,Globorotalia_tumida,Globorotalia_ungulata,Globorotalia_theyeri,Globoconella_inflata,Neogloboquadrina_dutertrei,Neogloboquadrina_incompta,Neogloboquadrina_pachyderma,Pulleniatina_obliquiloculata,Globoquadrina_conglomerata,Globorotaloides_hexagonus,Berggrenia_pumilio,Globigerina_bulloides,Globigerina_falconensis,Globigerinoides_conglobatus,Globigerinoides_ruber,Globigerinoides_white,Globigerinoides_tenellus,Orbulina_universa,Beella_digitata,Globigerinella_siphonifera,Globigerinella_calida,Globigerinella_adamsi,Turborotalita_quinqueloba,Turborotalita_humilis,Globoturborotalita_rubescens,Sphaeroidinella_dehiscens,Candeina_nitida,Globigerinita_glutinata,Globigerinita_uvula,Globigerinita_minuta,Tenuitella_iota,Hastigerina_pelagica,Hastigerinella_digitata,Globorotalia_truncatulinoides_dextral_coiling,Globorotalia_truncatulinoides_sinistral_coiling,Trilobatus_sacculifer_w_sac_chamber,Trilobatus_sacculifer_wo_sac_chamber,unidentified,Temp_mediaAnual
0,0,0,0.046783626,0,0.00877193,0,0,0,0.149122807,0.020467836,0.178362573,0,0,0,0,0,0.040935673,0.093567251,0.00877193,0,0.307017544,0.002923977,0,0.002923977,0.005847953,0.005847953,0,0,0,0.005847953,0,0,0.01754386,0,0,0,0,0,0.014619883,0.064327485,0.005847953,0.011695906,0.00877193,17.9274
0,0,0,0.029126214,0,0.006472492,0,0,0,0.223300971,0.009708738,0.113268608,0.003236246,0,0,0,0,0.064724919,0.352750809,0.006472492,0,0.067961165,0.003236246,0,0,0,0,0,0,0,0,0,0,0.022653722,0,0,0.003236246,0,0,0.01618123,0.064724919,0,0,0.012944984,17.3424
0,0,0.007920792,0.035643564,0,0.027722772,0,0,0,0.213861386,0.011881188,0.110891089,0.003960396,0,0,0,0,0.077227723,0.275247525,0.005940594,0,0.059405941,0.003960396,0.007920792,0,0.00990099,0.003960396,0,0,0,0.003960396,0,0,0.023762376,0,0,0,0,0,0.01980198,0.087128713,0,0,0.00990099,17.4723
0,0,0.012,0.036,0,0.028,0,0,0,0.208,0,0.121,0.002,0,0,0,0,0.069,0.288,0.002,0,0.062,0.004,0.006,0,0.004,0.008,0,0,0,0.004,0,0,0.028,0,0,0,0,0,0.02,0.083,0,0,0.015,17.4723
0,0,0,0.072,0,0,0,0,0,0.339,0,0.392,0.008,0,0,0,0,0.053,0.021,0,0,0.025,0,0.008,0.006,0.004,0,0,0.004,0,0,0.002,0,0.004,0,0,0,0,0,0.033,0.012,0.002,0.002,0.013,17.4275
0,0,0.001838235,0.086397059,0,0,0,0,0,0.345588235,0.011029412,0.336397059,0.011029412,0,0,0,0,0.045955882,0.025735294,0,0,0.022058824,0,0.009191176,0.005514706,0.003676471,0,0,0.003676471,0,0,0.001838235,0,0.003676471,0,0,0,0,0,0.047794118,0.03125,0.001838235,0,0.005514706,17.4462
0,0,0.002141328,0.025695931,0,0.027837259,0,0,0,0.156316916,0.002141328,0.145610278,0.021413276,0,0,0,0,0.098501071,0.301927195,0,0,0.083511777,0.002141328,0,0.002141328,0.004282655,0.006423983,0,0.006423983,0,0,0,0,0.017130621,0,0,0,0,0,0.012847966,0.08137045,0,0,0.002141328,17.8532
0,0,0.00499002,0.065868263,0,0.006986028,0,0,0,0.201596806,0.032934132,0.309381238,0.00499002,0,0,0,0,0.089820359,0.00998004,0.008982036,0,0.107784431,0.001996008,0.003992016,0.006986028,0.012974052,0.011976048,0,0,0,0,0,0,0.00499002,0,0,0,0,0,0,0,0.001996008,0.003992016,0,18.6004
0,0,0,0.04,0.017,0.023,0,0,0,0.116,0,0.002,0,0,0,0,0,0.04,0.118,0.008,0.013,0.311,0.011,0.002,0.002,0.025,0.025,0,0,0,0,0,0,0.13,0,0,0,0,0,0.04,0.023,0.008,0.019,0.027,20.9111
0,0,0,0.033826638,0.019027484,0.023255814,0,0,0,0.11627907,0.002114165,0.002114165,0,0,0,0,0,0.054968288,0.11205074,0.010570825,0,0.32769556,0.010570825,0.00422833,0.002114165,0.016913319,0.033826638,0,0,0,0,0,0,0.128964059,0,0,0,0,0,0.040169133,0.023255814,0.00845666,0.019027484,0.010570825,20.9128
0,0,0,0.05,0,0,0,0,0,0.43,0.0625,0.385,0.0125,0,0,0,0,0.01,0.0025,0,0,0.0075,0,0.0075,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.0175,0.0025,0,0.005,17.6293
0,0,0,0.009,0,0.003,0,0,0,0.557,0.015,0.144,0.009,0.003,0,0,0,0.015,0.083,0,0,0.031,0.003,0.003,0,0,0.015,0,0,0,0,0,0,0.024,0,0,0,0,0,0.003,0.037,0.009,0.006,0.031,16.9796
0,0,0,0.032738095,0,0.005952381,0,0,0,0.541666667,0.014880952,0.139880952,0.008928571,0.00297619,0,0,0,0.014880952,0.080357143,0,0,0.029761905,0.00297619,0.00297619,0,0,0.014880952,0,0,0,0,0,0,0.053571429,0,0,0,0,0,0.00297619,0.035714286,0.008928571,0.005952381,0,16.9796
0,0,0,0.011538462,0,0.003846154,0,0,0,0.465384615,0.053846154,0.176923077,0.023076923,0,0,0,0,0.05,0.042307692,0,0,0,0,0,0.003846154,0.003846154,0.011538462,0,0,0,0,0,0,0.030769231,0,0,0,0,0,0.007692308,0.034615385,0,0.011538462,0.038461538,16.9796
0,0,0,0.00931677,0,0.00310559,0,0,0,0.568322981,0.049689441,0.105590062,0.00621118,0,0,0,0,0.062111801,0.043478261,0,0,0.031055901,0.00310559,0.00310559,0,0,0.01242236,0,0.00310559,0,0,0,0,0.027950311,0,0,0,0,0,0.00310559,0.043478261,0.00931677,0.00621118,0.00931677,16.9793
0,0,0,0.04610951,0,0.07204611,0,0,0,0.158501441,0.017291066,0.106628242,0,0,0,0,0,0.048991354,0.23054755,0.008645533,0,0.144092219,0.002881844,0.011527378,0,0.014409222,0.011527378,0,0,0,0.002881844,0,0,0.034582133,0,0,0,0,0,0.037463977,0.043227666,0.002881844,0.002881844,0.002881844,18.6394
0,0,0,0.039039039,0,0.036036036,0,0,0,0.203203203,0.012012012,0.125125125,0,0,0,0,0,0.027027027,0.273273273,0.007007007,0.007007007,0.143143143,0.005005005,0,0.002002002,0.007007007,0.012012012,0,0,0,0,0.002002002,0,0.024024024,0,0,0,0,0,0.024024024,0.039039039,0.002002002,0,0.01001001,18.6394
0,0,0,0.003184713,0,0.01910828,0,0,0,0.369426752,0.098726115,0.124203822,0.003184713,0.00955414,0,0,0,0.060509554,0.082802548,0,0,0.038216561,0,0.003184713,0,0.006369427,0.025477707,0,0.015923567,0,0,0,0,0.063694268,0,0,0,0,0,0.006369427,0.041401274,0.003184713,0.006369427,0.01910828,17.5637
0,0,0,0.028469751,0,0.010676157,0,0,0,0.427046263,0.042704626,0.135231317,0.007117438,0.003558719,0,0,0,0.117437722,0.024911032,0,0,0.049822064,0,0.003558719,0,0.007117438,0.014234875,0,0,0,0,0,0,0.067615658,0,0,0,0,0,0.003558719,0.049822064,0.003558719,0.003558719,0,17.5629
0,0,0,0.036036036,0,0.009009009,0,0,0,0.441441441,0.117117117,0.126126126,0,0,0,0,0,0.036036036,0.066066066,0,0,0.033033033,0,0.003003003,0.003003003,0.018018018,0.021021021,0,0,0,0,0,0,0.018018018,0,0,0,0,0,0,0.054054054,0.003003003,0,0.015015015,17.8514
0,0,0,0.035928144,0,0.008982036,0,0,0,0.45508982,0.041916168,0.200598802,0.011976048,0,0,0,0,0.04491018,0.053892216,0,0,0.032934132,0,0.002994012,0.002994012,0.008982036,0.023952096,0,0,0,0,0,0,0.017964072,0,0,0,0,0,0.002994012,0.050898204,0,0.002994012,0,17.8514
0,0,0.008,0.063,0.032,0.003,0.003,0,0,0.214,0.003,0.026,0.003,0,0,0,0,0.032,0.074,0.018,0,0.232,0,0.005,0.003,0.011,0.011,0,0.003,0,0,0,0,0.092,0,0,0,0,0,0.058,0.005,0.016,0.053,0.032,20.9893
0,0,0.00257732,0.06443299,0.025773196,0.00257732,0.010309278,0,0,0.213917526,0.015463918,0.012886598,0.00257732,0,0,0,0,0.051546392,0.067010309,0.018041237,0,0.234536082,0,0.007731959,0.00257732,0.007731959,0.005154639,0,0.00257732,0,0,0,0,0.092783505,0,0,0,0,0,0.06185567,0.007731959,0.018041237,0.051546392,0.020618557,20.9901
0,0,0.004,0.029,0,0.046,0,0,0,0.227,0,0.068,0.007,0,0,0,0,0.055,0.223,0.002,0,0.108,0.007,0.004,0,0.031,0.015,0,0.002,0,0.002,0,0,0.022,0,0,0,0,0,0.029,0.075,0.002,0.009,0.033,17.9646
0,0,0.002207506,0.028697572,0,0.046357616,0,0,0,0.229580574,0.011037528,0.055187638,0.008830022,0,0,0,0,0.075055188,0.200883002,0.006622517,0,0.10816777,0.006622517,0.004415011,0.002207506,0.030905077,0.01986755,0,0.002207506,0,0.006622517,0,0,0.01986755,0,0,0,0,0,0.030905077,0.079470199,0.004415011,0.006622517,0.013245033,17.9646
0,0,0,0.053,0,0.059,0,0,0,0.133,0.005,0.135,0,0,0,0,0,0.039,0.249,0.005,0,0.135,0.014,0.002,0.002,0.009,0.002,0,0,0,0,0,0,0.037,0,0,0,0,0,0.043,0.057,0,0.005,0.015,18.6817
0,0,0,0.052036199,0,0.063348416,0,0,0,0.131221719,0.022624434,0.117647059,0,0,0,0,0,0.061085973,0.212669683,0.00678733,0,0.133484163,0.011312217,0.002262443,0.004524887,0.011312217,0.011312217,0,0,0,0,0,0,0.042986425,0,0,0,0,0,0.045248869,0.056561086,0.002262443,0.002262443,0.009049774,18.6816
0,0,0.002475248,0.054455446,0,0,0,0,0,0.482673267,0.007425743,0.252475248,0.007425743,0,0,0,0,0.03960396,0.024752475,0,0,0.047029703,0,0.004950495,0.012376238,0.004950495,0.012376238,0,0,0,0,0.002475248,0,0.002475248,0,0,0,0,0,0.007425743,0.01980198,0,0,0.014851485,18.0398
0,0,0,0.056,0,0,0,0,0,0.456,0.003,0.273,0.008,0,0,0,0,0.045,0.021,0,0,0.053,0,0.005,0.008,0.016,0.008,0,0,0,0,0.003,0,0.003,0,0,0,0,0,0.003,0.019,0,0,0.02,18.0403
0,0,0.001996008,0.042914172,0,0.057884232,0,0,0,0.175648703,0.017964072,0.111776447,0.000998004,0,0,0,0,0.134730539,0.016966068,0.00998004,0.003992016,0.201596806,0.010978044,0.001996008,0.003992016,0.01996008,0.0249501,0,0,0,0.005988024,0.005988024,0,0.033932136,0,0,0,0,0,0,0,0.001996008,0.013972056,0,19.1274
0,0,0,0.013544018,0,0.020316027,0,0,0,0.340857788,0.115124153,0.101580135,0.004514673,0,0,0,0,0.110609481,0.11738149,0,0,0.042889391,0,0.002257336,0.002257336,0.006772009,0.018058691,0,0,0,0,0,0,0.031602709,0,0,0,0,0,0,0.042889391,0.006772009,0.009029345,0.013544018,17.6743
0,0,0,0.014,0,0.02,0,0,0,0.343,0.099,0.113,0.007,0,0,0,0,0.104,0.104,0,0,0.043,0,0.002,0.005,0.009,0.011,0,0.002,0,0.002,0,0,0.032,0,0,0,0,0,0,0.043,0.007,0.007,0.033,17.6737
0,0,0,0.066282421,0,0.011527378,0,0,0,0.152737752,0.043227666,0.155619597,0.005763689,0,0,0,0,0.074927954,0.09221902,0.008645533,0.002881844,0.224783862,0,0.002881844,0.005763689,0.020172911,0.011527378,0,0,0,0.002881844,0,0,0.028818444,0,0,0,0,0,0.023054755,0.057636888,0,0.005763689,0.002881844,19.5399
0,0,0,0.066,0,0.011,0,0,0,0.151,0,0.214,0.009,0,0,0,0,0.054,0.117,0.009,0.003,0.22,0,0,0.006,0.017,0.009,0,0,0,0,0,0,0.029,0,0,0,0,0,0.026,0.046,0,0.006,0.007,19.54
0,0,0,0.063,0.007,0.056,0,0,0,0.121,0,0.058,0,0,0,0,0,0.023,0.215,0.023,0.002,0.201,0.005,0.002,0.002,0.019,0.002,0,0.002,0,0.005,0.002,0,0.044,0,0,0,0,0,0.065,0.061,0.002,0.007,0.013,19.1633
0,0,0,0.062645012,0.006960557,0.055684455,0,0,0,0.120649652,0.018561485,0.03712297,0,0,0,0,0,0.041763341,0.194895592,0.023201856,0.002320186,0.199535963,0.006960557,0.002320186,0.002320186,0.013921114,0.016241299,0,0.002320186,0,0.004640371,0.002320186,0,0.046403712,0,0,0.002320186,0,0,0.069605568,0.05800464,0.002320186,0.006960557,0,19.1639
0,0,0,0.015503876,0,0.003875969,0,0,0,0.263565891,0.058139535,0.217054264,0.139534884,0,0,0,0,0.158914729,0.011627907,0.007751938,0,0.03875969,0,0,0,0,0,0,0.007751938,0,0,0,0,0.062015504,0,0,0,0,0,0,0,0,0,0.015503876,17.8851
0,0,0,0.052307692,0,0.027692308,0,0,0,0.246153846,0.015384615,0.089230769,0.006153846,0,0,0,0,0.046153846,0.178461538,0.009230769,0,0.058461538,0.003076923,0.009230769,0.006153846,0.021538462,0.015384615,0,0.003076923,0,0,0,0,0.04,0,0,0,0,0,0.083076923,0.070769231,0.006153846,0.006153846,0.006153846,18.6738
0,0,0.006,0.052,0,0.027,0,0,0,0.244,0,0.104,0.006,0,0,0,0,0.043,0.198,0.009,0,0.088,0.003,0.009,0.003,0.021,0.012,0,0.003,0,0,0,0,0.04,0,0,0,0,0,0.052,0.067,0.006,0.006,0.001,18.6745
0,0,0,0.062695925,0,0.015673981,0.003134796,0,0,0.147335423,0.003134796,0.006269592,0,0,0,0,0,0.028213166,0.084639498,0.031347962,0.006269592,0.307210031,0.031347962,0.018808777,0.003134796,0.018808777,0.053291536,0,0,0,0.003134796,0,0,0.031347962,0,0,0,0,0,0.068965517,0.009404389,0.028213166,0.02507837,0.012539185,19.7367
0,0,0,0.06,0,0.016,0.006,0,0,0.144,0.003,0.006,0,0,0,0,0,0.009,0.097,0.031,0.006,0.304,0.031,0.019,0.003,0.034,0.019,0,0,0,0.003,0,0,0.031,0,0,0,0,0,0.066,0.006,0.028,0.028,0.05,19.7374
0,0,0,0.064676617,0.005970149,0.010945274,0,0,0,0.172139303,0.010945274,0.073631841,0.002985075,0,0,0,0,0.062686567,0.007960199,0.019900498,0,0.326368159,0,0.009950249,0.002985075,0.029850746,0.004975124,0,0,0,0,0,0.002985075,0.007960199,0,0,0,0,0,0.078606965,0.063681592,0.013930348,0.026865672,0,19.7437
0,0,0.002004008,0.074148297,0.003006012,0.054108216,0,0,0,0.113226453,0.008016032,0.051102204,0,0,0,0,0,0.140280561,0.008016032,0.013026052,0.014028056,0.291583166,0.032064128,0.004008016,0.007014028,0.021042084,0.027054108,0,0,0,0,0.002004008,0,0.03006012,0,0,0,0,0,0,0,0.004008016,0.016032064,0,19.7009
0,0,0.000994036,0.03777336,0.000994036,0.066600398,0.000994036,0,0,0.105367793,0.003976143,0.042743539,0,0,0,0,0,0.121272366,0.020874751,0.008946322,0.008946322,0.295228628,0.026838966,0.005964215,0.008946322,0.045725646,0.022862823,0,0,0.002982107,0.009940358,0.002982107,0.004970179,0.048707753,0,0,0,0,0,0.055666004,0.031809145,0.004970179,0.011928429,0,19.7141
0,0,0,0.053140097,0.012077295,0.033816425,0.002415459,0,0,0.1352657,0,0.043478261,0.004830918,0.002415459,0,0,0,0.02173913,0.15942029,0.004830918,0.02173913,0.297101449,0.007246377,0.009661836,0.002415459,0.016908213,0.019323671,0,0,0,0.002415459,0,0,0.060386473,0,0,0,0,0,0.033816425,0.043478261,0.004830918,0.007246377,0,19.7769
0,0,0.002,0.051,0.015,0.036,0,0,0,0.136,0.002,0.041,0,0,0,0,0,0.017,0.17,0.002,0.017,0.304,0.005,0.01,0,0.017,0.005,0,0,0,0.002,0,0,0.049,0,0,0,0,0,0.034,0.041,0.005,0.007,0.032,19.777
0,0,0.005005005,0.034034034,0.001001001,0.063063063,0.001001001,0,0,0.167167167,0.021021021,0.076076076,0.003003003,0.001001001,0,0,0,0.15015015,0.03003003,0.009009009,0.008008008,0.234234234,0,0.004004004,0.003003003,0.017017017,0.008008008,0,0.001001001,0,0.005005005,0,0,0.048048048,0,0,0,0,0,0.029029029,0.057057057,0.006006006,0.009009009,0.009009009,19.8379
0,0,0.004008016,0.04008016,0.002004008,0.016032064,0,0,0,0.223446894,0.014028056,0.106212425,0.002004008,0,0,0,0,0.114228457,0.012024048,0.018036072,0.011022044,0.231462926,0.002004008,0.006012024,0.007014028,0.011022044,0.022044088,0,0,0,0,0,0,0.014028056,0,0,0,0,0,0,0,0.00501002,0.002004008,0,19.8379
0,0,0.002988048,0.035856574,0.011952191,0.05876494,0,0,0,0.109561753,0,0.006972112,0,0,0,0,0,0.13247012,0.007968127,0.029880478,0.019920319,0.290836653,0.022908367,0,0.00498008,0.046812749,0.020916335,0,0.00498008,0,0,0.006972112,0,0.048804781,0,0,0,0,0,0.084661355,0.014940239,0.013944223,0.021912351,0.000996016,19.8575
0,0,0.005,0.033,0.007,0.012,0,0,0,0.452,0.007,0.097,0.002,0.002,0,0,0,0.005,0.071,0.012,0,0.069,0,0.017,0.012,0.045,0.005,0,0,0,0,0.007,0,0.021,0,0,0,0,0,0.054,0.021,0.009,0.009,0.026,18.8275
0,0,0,0.04,0.005,0.072,0,0,0,0.103,0.005,0.045,0,0,0,0,0,0.016,0.125,0.013,0.021,0.305,0.027,0.011,0.003,0.029,0.005,0,0.003,0,0.024,0,0,0.064,0,0,0,0,0,0.037,0.013,0.003,0.016,0.015,20.1362
0,0,0,0.03968254,0.005291005,0.071428571,0,0,0,0.103174603,0.010582011,0.03968254,0,0,0,0,0,0.034391534,0.121693122,0.013227513,0.034391534,0.293650794,0.021164021,0.010582011,0.005291005,0.029100529,0.007936508,0,0.002645503,0,0.013227513,0,0.002645503,0.063492063,0,0,0,0,0,0.034391534,0.015873016,0.002645503,0.015873016,0.007936508,20.136
0,0,0,0.034965035,0.006993007,0.011655012,0,0,0,0.452214452,0.013986014,0.090909091,0.004662005,0.002331002,0,0,0,0.018648019,0.060606061,0.011655012,0,0.067599068,0,0.016317016,0.013986014,0.044289044,0.009324009,0,0,0,0,0.006993007,0,0.025641026,0,0,0,0,0,0.060606061,0.023310023,0.009324009,0.006993007,0.006993007,18.8311
0,0,0,0.007936508,0,0.005291005,0,0,0,0.547619048,0.013227513,0.235449735,0.010582011,0,0,0,0,0.044973545,0.023809524,0,0,0.010582011,0.002645503,0,0.002645503,0.005291005,0.005291005,0,0.007936508,0,0.002645503,0,0,0.026455026,0,0,0,0,0,0.002645503,0.023809524,0,0.002645503,0.018518519,17.2641
0,0,0,0,0.000102997,0,0,0,0,0.34184777,0.008342775,0.253064167,0.041507879,0,0,0,0,0.246266351,0,0,0,0.017612524,0.013492636,0.001647956,0,0.004840869,0,0,0.012462664,0,0,0,0,0.044597796,0,0,0,0,0,0.000617983,0.010402719,0.000617983,0.00257493,0,17.4432
0,0,0,0.020710059,0,0.00591716,0,0,0,0.461538462,0.103550296,0.144970414,0,0,0,0,0,0.065088757,0.082840237,0,0,0.038461538,0.00295858,0.00295858,0,0.00295858,0.00295858,0,0.00295858,0,0.00295858,0,0,0.00295858,0,0,0,0,0,0.00295858,0.041420118,0.00295858,0,0.00887574,17.7926
0,0,0,0.020710059,0,0.00591716,0,0,0,0.464497041,0.029585799,0.213017751,0,0,0,0,0,0.038461538,0.106508876,0,0,0.041420118,0,0.00295858,0.00295858,0.00295858,0.00295858,0,0,0,0,0,0,0.00295858,0,0,0,0,0,0.00295858,0.041420118,0.00295858,0.00295858,0.014792899,17.7925
0,0,0,0.031,0,0,0,0,0,0.525,0.019,0.315,0.008,0,0,0,0,0.008,0.004,0,0,0.027,0,0,0.012,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.016,0,0,0.019,17.967
0,0,0,0.037037037,0,0,0,0,0,0.490740741,0.024691358,0.358024691,0.009259259,0,0,0,0,0.00617284,0.00308642,0,0,0.021604938,0,0,0.009259259,0.00617284,0.00308642,0,0,0,0,0,0,0,0,0,0,0,0,0.00308642,0.021604938,0,0,0.00617284,17.9681
0,0,0.006972112,0.00498008,0,0.005976096,0,0,0,0.044820717,0.091633466,0.109561753,0,0.005976096,0,0,0,0.484063745,0.019920319,0,0.003984064,0.040836653,0,0.000996016,0,0.039840637,0,0,0.001992032,0.001992032,0,0,0,0.029880478,0,0,0,0,0,0.038844622,0,0,0.065737052,0,19.8408
0,0,0.00443459,0.00886918,0.002217295,0.00886918,0,0,0,0.345898004,0.013303769,0.290465632,0.006651885,0,0,0,0,0.066518847,0.088691796,0,0,0.046563193,0,0.00443459,0,0.00886918,0.006651885,0,0,0,0,0,0,0.039911308,0,0,0,0,0,0.00443459,0.039911308,0.002217295,0.00443459,0.006651885,17.7113
0,0,0.025,0.028,0.002,0.027,0,0,0,0.213,0,0.036,0.002,0,0,0,0,0.011,0.18,0.013,0.011,0.214,0.011,0.005,0.003,0.02,0.006,0,0,0,0.02,0.002,0,0.055,0,0,0,0,0,0.033,0.056,0.006,0.006,0.015,20.1698
0,0,0.021875,0.03125,0.0015625,0.0265625,0,0,0,0.2140625,0.003125,0.03125,0.0015625,0,0,0,0,0.034375,0.1609375,0.0140625,0.0125,0.209375,0.0109375,0.00625,0.0046875,0.015625,0.0125,0,0,0,0.015625,0.0015625,0,0.05625,0,0,0,0,0,0.0328125,0.0578125,0.0078125,0.00625,0.009375,20.1713
0,0,0.025,0.028,0.002,0.027,0,0,0,0.213,0,0.036,0.002,0,0,0,0,0.011,0.18,0.013,0.011,0.214,0.011,0.005,0.003,0.02,0.006,0,0,0,0.02,0.002,0,0.055,0,0,0,0,0,0.033,0.056,0.006,0.006,0.015,20.1713
0,0,0.051051051,0.029029029,0.003003003,0.003003003,0.003003003,0,0,0.394394394,0.02002002,0.057057057,0.003003003,0,0,0,0,0.055055055,0.018018018,0.008008008,0,0.075075075,0,0.026026026,0.004004004,0.015015015,0,0,0,0,0,0.015015015,0,0.001001001,0,0,0,0,0,0.038038038,0.161161161,0.007007007,0.011011011,0.002002002,18.8196
0,0.000999001,0.003996004,0.042957043,0.003996004,0.044955045,0.000999001,0,0,0.230769231,0.01998002,0.033966034,0.001998002,0,0,0,0,0.077922078,0.00999001,0.001998002,0,0.067932068,0.007992008,0.007992008,0.014985015,0.033966034,0.020979021,0,0,0,0.001998002,0.001998002,0,0.270729271,0,0,0,0,0,0.037962038,0.033966034,0.004995005,0.012987013,0.006993007,18.9379
0,0,0,0.038,0.025,0.069,0,0,0,0.324,0,0.049,0,0.003,0,0,0,0.011,0.137,0,0,0.096,0.011,0.022,0.011,0.025,0.014,0,0,0,0.005,0,0,0.03,0,0,0,0,0,0.038,0.027,0.014,0.022,0.029,19.033
0,0,0,0.031,0,0,0,0,0,0.445,0.005,0.451,0.01,0,0,0,0,0.005,0.008,0,0,0.016,0,0.005,0.003,0.005,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.003,0.003,0,0.007,18.2784
0,0,0,0.048076923,0,0,0,0,0,0.46875,0.004807692,0.415865385,0.009615385,0,0,0,0,0.004807692,0.007211538,0,0,0.014423077,0,0.004807692,0.002403846,0.004807692,0,0,0,0,0,0,0,0.002403846,0,0,0,0,0,0,0.002403846,0.002403846,0,0.007211538,18.2784
0,0,0,0.038147139,0.024523161,0.068119891,0,0,0,0.324250681,0.005449591,0.046321526,0,0.005449591,0,0,0,0.013623978,0.125340599,0.002724796,0,0.095367847,0.008174387,0.024523161,0.013623978,0.019073569,0.032697548,0,0,0,0.008174387,0,0,0.029972752,0,0,0,0,0,0.038147139,0.029972752,0.013623978,0.021798365,0.010899183,19.0349
0,0,0.005181347,0.046632124,0,0,0,0,0,0.440414508,0.059585492,0.388601036,0.015544041,0,0,0,0,0,0.005181347,0,0,0.018134715,0,0.005181347,0.002590674,0.005181347,0,0,0,0,0,0,0,0.002590674,0,0,0,0,0,0,0.002590674,0,0.002590674,0,18.2784
0,0,0.00999001,0.044955045,0,0.010989011,0,0,0,0.387612388,0.094905095,0.167832168,0.005994006,0,0,0,0,0.094905095,0.008991009,0,0,0.046953047,0,0.00999001,0.008991009,0.015984016,0,0,0.002997003,0,0,0,0,0.022977023,0,0,0,0,0,0,0,0,0.012987013,0,17.9945
0,0,0,0.033,0.003,0.035,0,0,0,0.06,0,0.022,0,0,0,0,0,0.027,0.035,0.027,0.019,0.357,0.044,0.016,0.003,0.063,0.022,0,0,0,0.005,0,0,0.071,0,0,0,0,0,0.054,0.035,0.019,0.03,0.02,20.7014
0,0,0,0.032697548,0,0.035422343,0.002724796,0,0,0.059945504,0.008174387,0.013623978,0,0,0,0,0,0.032697548,0.038147139,0.027247956,0.027247956,0.354223433,0.040871935,0.016348774,0.002724796,0.054495913,0.035422343,0,0,0,0.005449591,0,0.002724796,0.070844687,0,0,0,0,0,0.054495913,0.035422343,0.013623978,0.032697548,0.002724796,20.7021
0.002695418,0,0,0.018867925,0.029649596,0.02425876,0.002695418,0,0,0.07277628,0.002695418,0,0,0,0,0,0,0.032345013,0.032345013,0.002695418,0.064690027,0.358490566,0.016172507,0.018867925,0.005390836,0.029649596,0.032345013,0,0,0,0.005390836,0,0.002695418,0.15902965,0,0,0,0,0,0.035040431,0.002695418,0.008086253,0.035040431,0.005390836,22.2859
0,0,0,0.024165708,0.014959724,0.029919448,0.003452244,0,0,0.029919448,0.001150748,0.006904488,0,0,0,0,0,0.008055236,0.073647871,0.018411968,0.033371692,0.424626007,0.0287687,0.009205984,0.01150748,0.027617952,0.0287687,0,0,0,0.006904488,0,0.010356732,0.089758343,0,0,0,0,0,0.064441887,0.003452244,0.019562716,0.02301496,0.008055236,20.9509
0,0,0,0.023,0.015,0.032,0.002,0,0,0.03,0.001,0.007,0,0,0,0,0,0.006,0.077,0.017,0.031,0.427,0.03,0.009,0.011,0.046,0,0,0,0,0.007,0,0,0.094,0,0,0,0,0,0.063,0.005,0.021,0.023,0.023,20.951
0,0,0,0,0.000205191,0,0,0,0,0.317738791,0.008925823,0.352005745,0.025854109,0,0,0,0,0.220991074,0,0,0,0.00995178,0,0.010464758,0,0.010156971,0.000205191,0,0.008002462,0,0,0,0,0.017851647,0,0,0,0,0,0.001744126,0.013953011,0,0.001949318,0,17.0213
0,0,0,0.001998002,0,0,0,0,0,0.086913087,0.04995005,0.091908092,0.015984016,0,0,0,0,0.736263736,0,0,0,0.001998002,0,0,0,0.000999001,0,0,0,0,0,0,0,0.011988012,0,0,0,0,0,0,0,0,0,0,16.3847
0,0,0.007007007,0.027027027,0.015015015,0.045045045,0,0,0,0.295295295,0.026026026,0.01001001,0,0.001001001,0,0,0,0.115115115,0.024024024,0.005005005,0,0.14014014,0.005005005,0.011011011,0.007007007,0.041041041,0.018018018,0,0,0,0,0.006006006,0,0.08008008,0,0,0,0,0,0,0,0.004004004,0.018018018,0,19.3516
0,0,0,0.07120743,0.030959752,0.003095975,0.030959752,0,0,0.123839009,0.015479876,0.009287926,0,0.003095975,0,0,0,0.015479876,0.021671827,0.061919505,0,0.383900929,0,0,0,0.012383901,0.003095975,0,0,0,0,0,0,0.034055728,0,0,0,0,0,0.102167183,0.00619195,0.015479876,0.049535604,0.00619195,21.7473
0,0,0,0.061,0.064,0.009,0.012,0,0,0.126,0.015,0.003,0,0.003,0,0,0,0.003,0.015,0.058,0,0.38,0,0,0,0.012,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.098,0.006,0.012,0.055,0.028,21.7483
0,0,0,0.03493014,0,0.017964072,0,0,0,0.062874251,0,0.012974052,0,0,0,0,0,0.01497006,0.03493014,0.007984032,0.027944112,0.477045908,0.017964072,0.012974052,0.01497006,0.032934132,0.032934132,0,0,0,0.00998004,0,0.00499002,0.079840319,0,0,0,0,0,0.03992016,0.012974052,0.01497006,0.00998004,0.018962076,21.2242
